,Brand,Price,Body,Mileage,EngineV,Engine Type,Registration,Year,Model
362,Volkswagen,55500.0,crossover,47,3.0,Diesel,yes,2016,Touareg
363,Volkswagen,6500.0,van,186,2.8,Petrol,yes,2000,Sharan
364,Mercedes-Benz,8300.0,sedan,175,3.2,Diesel,no,2006,E-Class
365,Mitsubishi,12000.0,crossover,130,3.0,Gas,yes,2007,Pajero Sport
366,Mercedes-Benz,15000.0,crossover,185,3.7,Gas,yes,2005,ML 350
367,BMW,8100.0,sedan,246,3.0,Diesel,yes,2000,530
368,Volkswagen,11200.0,van,178,2.7867418728772444,Diesel,yes,2008,T5 (Transporter)
369,Renault,8000.0,sedan,175,2.0,Gas,yes,2005,Megane
370,Mercedes-Benz,5500.0,van,285,2.3,Diesel,yes,1999,Vito
372,Renault,9600.0,vagon,184,1.5,Diesel,yes,2011,Megane
373,Volkswagen,12500.0,vagon,96,2.7867418728772444,Petrol,yes,2010,Golf VI
374,BMW,10800.0,sedan,180,2.0,Petrol,yes,2002,318
375,Mercedes-Benz,10999.0,van,263,2.2,Diesel,yes,2005,Vito
376,BMW,44000.0,crossover,80,3.0,Diesel,yes,2012,X5
377,Toyota,15700.0,sedan,108,2.7867418728772444,Petrol,yes,2008,Camry
378,Toyota,19200.0,hatch,54,1.4,Other,yes,2012,Prius
379,Mercedes-Benz,19600.0,van,127,1.8,Diesel,yes,2013,B 180
380,Volkswagen,9000.0,sedan,135,1.6,Gas,yes,2011,Polo
381,BMW,10900.0,sedan,245,3.0,Diesel,yes,2003,530
382,Volkswagen,12900.0,van,180,2.0,Diesel,yes,2012,T5 (Transporter) 
383,BMW,6600.0,sedan,285,2.5,Petrol,yes,1999,525
384,Renault,15820.35,sedan,0,1.5,Diesel,yes,2016,Fluence
385,Toyota,10200.0,sedan,180,2.4,Petrol,yes,2003,Camry
386,Mercedes-Benz,6000.0,sedan,366,3.2,Gas,yes,1994,E-Class
387,Audi,3500.0,sedan,1,2.0,Other,yes,1988,90
388,Volkswagen,7800.0,van,380,2.5,Diesel,yes,1999,T4 (Transporter)
389,Toyota,35900.0,crossover,84,3.0,Diesel,yes,2013,Land Cruiser Prado
391,Renault,11700.0,crossover,90,1.5,Diesel,yes,2011,Duster
392,Volkswagen,15200.0,crossover,58,2.0,Petrol,yes,2008,Tiguan
393,Mercedes-Benz,2500.0,sedan,111,2.3,Gas,yes,1992,E-Class
394,Volkswagen,16800.0,other,164,2.0,Diesel,yes,2010,T5 (Transporter)
395,BMW,50499.0,sedan,128,3.0,Diesel,yes,2013,730
396,Mercedes-Benz,2650.0,sedan,470,2.0,Gas,yes,1985,190
397,BMW,2250.0,sedan,300,2.5,Petrol,no,1997,523
398,Mercedes-Benz,9300.0,sedan,270,2.7,Diesel,yes,2001,E-Class
399,Toyota,11500.0,van,161,2.5,Diesel,yes,2002,Hiace
400,BMW,13000.0,sedan,304,4.4,Other,yes,2002,745
401,Mercedes-Benz,7500.0,sedan,319,3.2,Gas,yes,1997,S 320
402,Mercedes-Benz,17999.0,other,38,2.0,Petrol,yes,2009,CLC 200
403,Renault,7300.0,vagon,162,1.5,Diesel,yes,2006,Megane
404,Toyota,29900.0,crossover,117,3.0,Diesel,yes,2008,Land Cruiser Prado
405,Renault,4950.0,vagon,170,1.5,Diesel,yes,2004,Kangoo
406,Audi,36000.0,vagon,40,3.0,Diesel,yes,2010,Q7
407,Audi,1700.0,sedan,177,1.6,Petrol,no,1996,A4
408,Audi,12450.0,vagon,1,2.0,Diesel,yes,2008,A4
409,Volkswagen,13893.75,sedan,0,1.6,Petrol,yes,2016,Polo
410,Volkswagen,44600.0,crossover,60,3.0,Diesel,yes,2013,Touareg
411,Toyota,35138.29,crossover,0,2.0,Petrol,yes,2016,Rav 4
412,BMW,3500.0,sedan,313,2.5,Diesel,yes,1994,325
413,Mercedes-Benz,12800.0,other,260,2.7,Diesel,yes,2005,Sprinter 316
414,Volkswagen,27000.0,sedan,85,2.0,Diesel,yes,2013,Passat CC
415,Volkswagen,14800.0,sedan,143,2.0,Diesel,yes,2010,Passat B6
416,Renault,2200.0,other,155,1.6,Petrol,no,2004,Scenic
417,Volkswagen,2900.0,van,433,2.4,Diesel,no,1995,T4 (Transporter)
418,Audi,12000.0,sedan,200,6.0,Petrol,yes,2004,A8
419,Volkswagen,41000.0,crossover,180,3.0,Diesel,yes,2013,Touareg
420,Audi,16300.0,vagon,180,3.2,Petrol,yes,2006,A6 Allroad
421,Renault,5300.0,van,145,1.5,Other,yes,2010,Kangoo
422,Mercedes-Benz,40500.0,sedan,39,2.2,Diesel,yes,2015,E-Class
423,Mercedes-Benz,4300.0,van,300,2.2,Diesel,no,2005,Vito
424,Volkswagen,4000.0,crossover,137,2.5,Diesel,no,2004,Touareg
425,Volkswagen,9600.0,hatch,132,1.6,Petrol,yes,2007,Golf V
426,Mitsubishi,18000.0,crossover,112,3.0,Gas,yes,2008,Pajero Wagon
427,Renault,11300.0,vagon,184,1.5,Diesel,yes,2011,Megane
428,Volkswagen,4999.0,hatch,131,1.4,Petrol,yes,2002,Polo
429,Mercedes-Benz,24999.0,sedan,112,2.2,Diesel,yes,2012,C-Class
430,Toyota,23300.0,crossover,93,2.7,Other,yes,2011,Venza
431,Toyota,14900.0,crossover,124,4.0,Petrol,yes,2006,Fortuner
432,Audi,22800.0,sedan,184,2.7,Diesel,yes,2010,A6
433,Mercedes-Benz,35500.0,sedan,137,3.0,Diesel,yes,2011,E-Class
434,Volkswagen,15000.0,other,280,2.8,Diesel,yes,2006,LT
435,Toyota,8650.0,sedan,132,1.6,Petrol,yes,2008,Corolla
436,Mitsubishi,22400.0,crossover,96,2.5,Diesel,yes,2011,Pajero Sport
437,Mitsubishi,10400.0,sedan,123,2.0,Petrol,yes,2009,Lancer X
438,Mercedes-Benz,195000.0,crossover,2,5.5,Petrol,yes,2016,GLS 63
439,Audi,10500.0,vagon,198,4.2,Gas,yes,2005,A6 Allroad
440,Renault,11900.0,crossover,68,1.5,Diesel,yes,2011,Duster
441,BMW,36900.0,sedan,17,2.0,Petrol,yes,2013,520
442,BMW,24500.0,crossover,170,3.0,Diesel,yes,2006,X5
443,Volkswagen,4700.0,van,400,2.4,Diesel,yes,1999,T4 (Transporter)
444,Toyota,18100.0,hatch,30,1.6,Petrol,yes,2013,Auris
445,Mercedes-Benz,115000.0,sedan,47,4.6,Petrol,yes,2013,S 500
446,Mercedes-Benz,10900.0,sedan,217,3.2,Diesel,yes,2002,E-Class
447,BMW,7000.0,sedan,280,3.0,Petrol,yes,2001,530
448,Mercedes-Benz,18939.537220470535,sedan,20,3.0,Diesel,yes,2015,S 350
449,Volkswagen,9999.0,vagon,161,2.0,Diesel,yes,2008,Passat B6
450,Mitsubishi,12300.0,other,160,2.5,Diesel,yes,2008,L 200
451,Volkswagen,67622.55,crossover,0,3.0,Diesel,yes,2016,Touareg
452,Volkswagen,18900.0,other,45,2.0,Diesel,yes,2013,Passat B7
453,Volkswagen,6999.0,sedan,248,1.8,Petrol,yes,2002,Passat B5
454,Mercedes-Benz,10250.0,sedan,261,1.8,Petrol,yes,2003,E-Class
455,Toyota,3500.0,sedan,286,1.6,Petrol,yes,2000,Corolla
456,BMW,13500.0,crossover,250,3.0,Diesel,no,2006,X5
457,BMW,2450.0,sedan,328,2.5,Diesel,no,1996,525
458,Volkswagen,7500.0,van,180,2.5,Diesel,yes,2004,T5 (Transporter) 
459,Volkswagen,4900.0,vagon,263,2.0,Diesel,no,2007,Passat B6
460,Audi,4600.0,vagon,242,2.7867418728772444,Diesel,no,2004,A6
461,Mercedes-Benz,5000.0,vagon,248,2.0,Gas,yes,1996,E-Class
462,BMW,29900.0,crossover,235,3.0,Diesel,yes,2009,X5
463,Renault,7000.0,sedan,110,1.4,Petrol,yes,2012,Symbol
464,Mitsubishi,11800.0,sedan,1,1.5,Gas,yes,2010,Lancer X
465,Mercedes-Benz,16500.0,van,223,2.2,Diesel,yes,2009,Vito
466,BMW,5300.0,sedan,147,2.2,Gas,no,2001,320
467,Mercedes-Benz,7200.0,van,200,2.2,Diesel,yes,2004,Vito
468,Volkswagen,8500.0,van,230,1.9,Diesel,yes,2008,Caddy
469,BMW,39000.0,crossover,180,3.0,Diesel,yes,2011,X5
470,Volkswagen,1850.0,vagon,270,1.9,Diesel,yes,2000,Passat B5
471,Audi,36100.0,sedan,75,3.0,Diesel,yes,2011,A7
472,Mitsubishi,3149.25,hatch,330,2.0,Gas,yes,1993,Galant
473,Renault,5800.0,van,159,1.5,Diesel,yes,2007,Kangoo
474,BMW,6700.0,sedan,370,2.0,Petrol,yes,1997,320
475,Renault,18988.13,crossover,0,1.5,Diesel,yes,2016,Duster
476,Mitsubishi,6300.0,sedan,128,2.7867418728772444,Petrol,yes,2007,Colt
477,BMW,7500.0,sedan,425,2.7867418728772444,Gas,yes,1996,535
478,Volkswagen,28660.0,van,0,1.6,Diesel,yes,2016,Caddy
479,BMW,2999.0,sedan,210,2.0,Other,no,1999,320
480,BMW,64500.0,crossover,1,2.0,Diesel,yes,2016,X5
481,Toyota,21500.0,crossover,135,2.0,Gas,yes,2007,Land Cruiser Prado
482,BMW,85555.0,sedan,10,3.0,Diesel,yes,2015,640
483,Volkswagen,8650.0,van,108,1.6,Diesel,yes,2013,Caddy
484,BMW,10600.0,sedan,1,3.0,Diesel,yes,2000,530
485,Toyota,6900.0,hatch,109,1.3,Gas,yes,2007,Yaris
486,Mercedes-Benz,2900.0,other,248,2.0,Petrol,no,1999,CLK 200
487,Mercedes-Benz,12250.0,other,185,2.2,Diesel,yes,2012,Vito
488,BMW,21700.0,crossover,101,2.5,Gas,yes,2007,X3
489,Mercedes-Benz,2000.0,sedan,320,2.2,Diesel,no,1998,E-Class
490,Audi,9900.0,vagon,284,2.5,Diesel,yes,2004,A6
491,Mercedes-Benz,5850.0,van,240,2.2,Diesel,yes,2001,Vito
492,Toyota,8200.0,vagon,204,1.4,Diesel,yes,2005,Corolla
493,Volkswagen,18939.537220470535,sedan,381,2.5,Diesel,yes,2000,T4 (Transporter) 
494,Renault,7300.0,vagon,200,1.5,Diesel,yes,2008,Megane
495,Mitsubishi,8000.0,sedan,145,2.0,Gas,yes,2007,Lancer
496,Renault,6600.0,van,184,1.5,Diesel,yes,2012,Kangoo
497,Mercedes-Benz,22500.0,sedan,164,1.8,Gas,yes,2012,E-Class
498,Mercedes-Benz,13200.0,other,196,2.2,Other,yes,2012,Sprinter 313
499,Volkswagen,1200.0,other,300,1.4,Gas,yes,2000,Caddy
500,Volkswagen,8900.0,van,264,2.5,Diesel,yes,2003,T4 (Transporter)
501,Mitsubishi,9200.0,sedan,163,2.0,Petrol,yes,2008,Lancer X
502,Mercedes-Benz,10200.0,sedan,154,2.5,Petrol,yes,2006,C-Class
503,Mercedes-Benz,2700.0,sedan,121,2.5,Diesel,yes,1986,E-Class
504,Mercedes-Benz,9500.0,sedan,246,6.0,Petrol,yes,1997,S 600
505,Mitsubishi,26850.0,crossover,84,3.2,Diesel,yes,2012,Pajero Wagon
506,Audi,21900.0,crossover,183,4.2,Petrol,yes,2007,Q7
507,Volkswagen,1700.0,hatch,250,1.4,Petrol,no,1998,Polo
508,Mercedes-Benz,18939.537220470535,crossover,0,2.2,Diesel,yes,2016,GLC-Class
509,Toyota,18939.537220470535,crossover,49,4.5,Diesel,yes,2014,Land Cruiser 200
510,Volkswagen,6500.0,hatch,225,1.4,Petrol,yes,2000,Golf IV
511,Mitsubishi,10600.0,crossover,85,2.7867418728772444,Gas,yes,2006,Outlander
512,Renault,5000.0,vagon,34,1.5,Diesel,yes,2013,Logan
513,BMW,38000.0,sedan,74,2.0,Diesel,yes,2014,520
514,Volkswagen,9599.0,sedan,140,1.8,Petrol,yes,2008,Passat B6
515,Mercedes-Benz,10800.0,other,230,1.8,Petrol,yes,2006,C-Class
516,Toyota,18800.0,crossover,105,2.0,Gas,yes,2011,Rav 4
517,Mitsubishi,7650.0,sedan,133,1.5,Gas,yes,2008,Lancer
518,Renault,6300.0,vagon,125,2.0,Petrol,yes,2003,Laguna
519,BMW,5000.0,other,75,1.9,Petrol,no,1998,Z3
520,Toyota,28500.0,crossover,107,3.5,Gas,yes,2011,Highlander
521,BMW,13000.0,sedan,193,3.6,Petrol,yes,2003,735
522,Toyota,16999.0,crossover,157,2.7,Gas,yes,2007,Land Cruiser Prado
523,BMW,34500.0,other,160,3.0,Diesel,yes,2011,X5
524,Volkswagen,10900.0,vagon,204,2.0,Diesel,yes,2007,Passat B6
525,Mitsubishi,18999.0,crossover,121,3.8,Gas,yes,2008,Pajero Wagon
526,BMW,9800.0,sedan,350,3.0,Diesel,yes,2001,530
527,Volkswagen,4300.0,vagon,298,1.8,Petrol,yes,1998,Golf III
528,Audi,3900.0,vagon,260,2.5,Diesel,no,2003,A6
529,Volkswagen,13499.0,van,154,2.0,Diesel,yes,2013,T5 (Transporter) 
530,Audi,19990.0,sedan,127,2.8,Petrol,yes,2010,A6
531,Renault,3400.0,van,260,2.2,Diesel,no,2005,Espace
532,Toyota,27800.0,sedan,157,3.5,Petrol,yes,2011,Camry
533,Volkswagen,2300.0,hatch,320,1.6,Gas,yes,1989,Golf II
534,BMW,30500.0,sedan,630,2.7867418728772444,Petrol,yes,2010,523
535,Renault,7650.0,van,151,1.5,Diesel,yes,2012,Kangoo
536,Volkswagen,10000.0,van,220,1.9,Diesel,yes,2008,Caddy
537,Volkswagen,9700.0,vagon,130,1.6,Gas,yes,2008,Golf Variant
538,Audi,1950.0,sedan,320,19.0,Other,no,1996,A4
539,Audi,3800.0,sedan,270,2.5,Diesel,no,2000,A6
540,Toyota,26900.0,crossover,115,4.0,Gas,yes,2008,Land Cruiser Prado
541,BMW,18939.537220470535,other,35,3.0,Petrol,yes,2008,630
542,Toyota,12600.0,sedan,205,2.4,Gas,yes,2006,Camry
543,Volkswagen,14899.0,van,158,2.0,Diesel,yes,2012,T5 (Transporter) 
544,Renault,4999.0,vagon,252,1.5,Diesel,yes,2007,Kangoo
545,BMW,57777.0,other,40,4.0,Diesel,yes,2012,X6
546,Volkswagen,12350.0,van,167,1.4,Petrol,yes,2011,Touran
547,Audi,7999.0,sedan,177,2.7,Gas,yes,2003,A6
548,BMW,21600.0,crossover,200,4.8,Other,yes,2007,X5
549,Mitsubishi,8000.0,sedan,67,1.5,Petrol,yes,2009,Lancer X
550,Volkswagen,6799.0,hatch,1,1.4,Gas,yes,1998,Golf IV
551,Toyota,25749.75,sedan,0,2.5,Petrol,yes,2016,Camry
552,Volkswagen,8899.0,vagon,198,1.9,Other,yes,2004,Passat B5
553,Mercedes-Benz,26800.0,sedan,162,5.5,Petrol,yes,2007,S 500
554,Toyota,25555.0,crossover,128,4.7,Gas,yes,2004,Land Cruiser 100
555,Audi,25000.0,crossover,112,3.2,Petrol,yes,2010,Q5
556,Volkswagen,15800.0,van,194,2.0,Diesel,yes,2012,T5 (Transporter) 
557,BMW,3150.0,sedan,200,2.0,Diesel,no,1999,320
558,Toyota,12300.0,sedan,157,2.4,Gas,yes,2007,Camry
559,Toyota,45500.0,crossover,45,3.5,Petrol,yes,2015,Highlander
560,Renault,6500.0,other,406,2.5,Diesel,yes,2004,Master
561,Toyota,18999.0,crossover,95,2.0,Petrol,yes,2011,Rav 4
562,BMW,8500.0,sedan,260,2.2,Gas,yes,2001,520
563,Mercedes-Benz,8500.0,van,350,2.2,Diesel,yes,2004,Sprinter 211
564,Toyota,13500.0,crossover,126,4.0,Petrol,no,2011,Land Cruiser Prado
565,Volkswagen,2200.0,sedan,180,1.9,Diesel,no,2003,Passat B5
566,Volkswagen,18500.0,vagon,125,2.0,Diesel,yes,2011,Passat B7
567,Toyota,8420.0,other,150,2.7,Gas,yes,2005,Tacoma
568,Audi,17500.0,vagon,144,2.0,Diesel,yes,2010,A4
569,Audi,9000.0,sedan,158,2.0,Gas,yes,2003,A4
570,Volkswagen,4400.0,hatch,238,1.6,Petrol,yes,1994,Golf III
571,BMW,18939.537220470535,crossover,0,3.0,Diesel,yes,2016,X5
572,Renault,7500.0,van,200,2.2,Diesel,yes,2002,Espace
573,Toyota,17950.0,sedan,87,2.4,Petrol,yes,2010,Camry
574,BMW,51500.0,crossover,23,3.0,Petrol,yes,2013,X6
575,Mitsubishi,10800.0,crossover,165,3.0,Gas,yes,2007,Pajero Sport
576,Volkswagen,33700.0,van,11,1.4,Petrol,yes,2016,Touran
577,Volkswagen,17000.0,crossover,158,2.5,Diesel,yes,2007,Touareg
578,Volkswagen,11200.0,crossover,1,4.2,Petrol,yes,2004,Touareg
579,BMW,4500.0,sedan,140,3.0,Diesel,no,2000,530
580,Toyota,43999.0,other,0,2.8,Diesel,yes,2016,Hilux
581,Audi,39800.0,sedan,180,4.2,Other,yes,2012,A8
582,BMW,6500.0,sedan,272,2.8,Petrol,yes,1996,328
583,Volkswagen,18700.0,vagon,196,2.0,Diesel,yes,2011,Passat B7
584,Audi,38500.0,vagon,75,2.0,Diesel,yes,2013,Q3
585,BMW,8200.0,sedan,241,2.0,Petrol,yes,1998,320
586,Audi,7500.0,vagon,240,2.0,Petrol,yes,2002,A4
587,Toyota,11550.0,sedan,95,2.4,Petrol,yes,2007,Camry
588,Mercedes-Benz,39500.0,sedan,30,1.6,Petrol,yes,2014,C-Class
589,Volkswagen,6200.0,sedan,161,4.2,Gas,no,2004,Phaeton
590,BMW,17200.0,crossover,308,4.6,Gas,yes,2003,X5
591,BMW,2900.0,sedan,280,2.5,Diesel,no,1997,525
592,Renault,14600.0,other,169,2.3,Diesel,yes,2013,Master
593,BMW,34900.0,crossover,110,4.4,Petrol,yes,2010,X6
594,Toyota,164500.0,crossover,0,4.5,Diesel,yes,2015,Land Cruiser 200
595,Audi,18939.537220470535,crossover,1,3.0,Diesel,yes,2016,A6 Allroad
596,BMW,15299.0,other,136,2.7867418728772444,Petrol,yes,2008,523
597,Mercedes-Benz,7000.0,other,170,2.2,Petrol,no,2001,CLK 220
598,Mercedes-Benz,32000.0,van,255,3.0,Diesel,yes,2008,Sprinter 318
599,Renault,7500.0,vagon,168,1.5,Diesel,yes,2005,Grand Scenic
600,Volkswagen,9000.0,other,217,2.5,Diesel,yes,2005,T5 (Transporter)
601,Mitsubishi,7000.0,sedan,180,1.6,Gas,yes,2004,Lancer
603,Audi,2700.0,sedan,234,2.5,Other,no,2000,A6
604,Volkswagen,10950.0,van,165,2.0,Diesel,yes,2012,Caddy
605,Toyota,15500.0,sedan,120,3.5,Petrol,yes,2008,Camry
606,Mercedes-Benz,8700.0,sedan,210,5.0,Petrol,yes,1997,S 500
607,Mercedes-Benz,6000.0,van,200,2.2,Diesel,yes,2000,Vito
608,Mitsubishi,16950.0,crossover,135,3.0,Gas,yes,2008,Pajero Wagon
609,Mercedes-Benz,15000.0,crossover,400,3.0,Diesel,yes,1997,Sprinter 212
610,Toyota,26500.0,crossover,102,2.5,Diesel,yes,2013,Hilux
611,Mercedes-Benz,3100.0,vagon,400,2.2,Diesel,no,2002,C-Class
612,Toyota,59900.0,crossover,90,4.5,Diesel,yes,2012,Land Cruiser 200
613,Toyota,63000.0,crossover,3,4.2,Diesel,yes,2013,Land Cruiser 76
614,Mercedes-Benz,19800.0,crossover,218,3.0,Diesel,yes,2006,ML 280
615,Volkswagen,13000.0,van,110,1.9,Diesel,yes,2009,T5 (Transporter)
616,Audi,12200.0,sedan,130,2.4,Petrol,yes,2006,A6
617,Mitsubishi,5700.0,other,170,1.3,Petrol,yes,2006,Colt
618,Audi,2550.0,sedan,370,2.5,Diesel,no,1998,A6
619,Toyota,13500.0,sedan,144,3.5,Gas,yes,2007,Camry
620,Renault,10200.0,van,183,2.0,Diesel,yes,2012,Trafic
621,Audi,13000.0,other,161,1.8,Gas,yes,2001,TT
622,Volkswagen,10500.0,sedan,210,5.0,Diesel,yes,2004,Phaeton
623,BMW,3100.0,sedan,315,2.5,Diesel,no,1998,525
624,BMW,9400.0,sedan,221,4.4,Gas,yes,2004,745
625,Audi,10000.0,sedan,206,2.5,Diesel,yes,2003,A6
626,Mitsubishi,4200.0,sedan,270,2.0,Gas,yes,1998,Galant
627,Renault,7500.0,sedan,131,1.6,Petrol,yes,2009,Megane
628,Mercedes-Benz,38600.0,other,12,1.8,Petrol,yes,2012,E-Class
629,Toyota,8900.0,hatch,140,1.6,Petrol,yes,2008,Auris
630,Renault,4800.0,van,113,15.0,Diesel,yes,2006,Kangoo
631,Toyota,24000.0,crossover,270,4.2,Diesel,yes,1994,Land Cruiser 80
632,Mercedes-Benz,51500.0,other,75,6.3,Petrol,yes,2009,CL 63 AMG
633,Mercedes-Benz,5100.0,sedan,270,3.2,Diesel,no,2001,S 320
634,Mitsubishi,4999.0,sedan,60,1.6,Petrol,yes,2007,Lancer
635,Mitsubishi,6666.0,sedan,162,2.7867418728772444,Petrol,yes,2007,Lancer
636,Mitsubishi,9450.0,sedan,125,2.0,Gas,yes,2008,Lancer X
637,Audi,3850.0,vagon,215,2.5,Diesel,no,2002,A6
638,Renault,7800.0,vagon,170,1.5,Diesel,no,2013,Megane
639,Audi,49700.0,crossover,80,3.0,Diesel,yes,2013,Q7
640,Mitsubishi,9000.0,sedan,78,2.4,Gas,yes,2006,Galant
641,Toyota,18990.0,crossover,95,2.0,Petrol,yes,2011,Rav 4
642,Mitsubishi,7200.0,sedan,102,1.6,Petrol,yes,2007,Lancer
643,BMW,117000.0,crossover,1,2.7867418728772444,Other,yes,2016,X6 M
644,Volkswagen,11900.0,other,112,2.0,Diesel,yes,2011,T6 (Transporter) 
645,Toyota,2800.0,sedan,287,1.3,Petrol,yes,1995,Corolla
646,Volkswagen,2200.0,sedan,272,1.9,Diesel,no,1998,Passat B5
647,Mitsubishi,17500.0,crossover,170,3.8,Gas,yes,2008,Pajero Wagon
648,Audi,49900.0,other,79,4.2,Petrol,yes,2007,R8
649,Volkswagen,8650.0,van,238,2.5,Diesel,yes,2002,T4 (Transporter)
650,Audi,8800.0,sedan,205,1.8,Petrol,yes,2003,A4
651,Mercedes-Benz,69999.0,crossover,0,2.2,Diesel,yes,2016,GLE-Class
652,Volkswagen,8910.53,hatch,103,1.4,Petrol,yes,2012,Polo
653,Toyota,15500.0,crossover,165,2.7,Gas,yes,2005,Land Cruiser Prado
654,Audi,19500.0,crossover,175,3.6,Petrol,yes,2007,Q7
655,Toyota,27700.0,sedan,21,2.5,Petrol,yes,2015,Camry
656,Volkswagen,9600.0,van,255,1.9,Diesel,yes,2004,T5 (Transporter)
657,BMW,12500.0,crossover,176,3.0,Gas,yes,2002,X5
658,Audi,4799.0,vagon,260,2.5,Diesel,no,2002,A6 Allroad
659,Toyota,20900.0,sedan,70,2.5,Petrol,yes,2012,Camry
660,Audi,14900.0,sedan,203,2.8,Petrol,yes,2008,A6
661,Toyota,12750.0,hatch,164,1.4,Diesel,yes,2012,Auris
662,BMW,5900.0,hatch,243,2.0,Petrol,no,2006,116
663,Mercedes-Benz,2700.0,sedan,400,2.9,Diesel,yes,1997,E-Class
664,Audi,4700.0,sedan,400,2.6,Petrol,yes,1996,A6
665,Audi,9500.0,other,0,2.7867418728772444,Other,yes,2003,A6
666,BMW,77000.0,other,64,4.4,Petrol,yes,2012,M6
667,Renault,5900.0,van,250,1.9,Diesel,yes,2005,Trafic
668,Volkswagen,24000.0,sedan,67,1.8,Petrol,yes,2012,Passat CC
669,Audi,18400.0,vagon,151,2.0,Diesel,yes,2010,A4
670,Mercedes-Benz,56800.0,sedan,74,6.3,Petrol,yes,2010,S 63 AMG
671,Renault,8000.0,hatch,50,1.6,Petrol,yes,2012,Sandero
672,Mercedes-Benz,5000.0,sedan,382,2.0,Petrol,yes,1994,E-Class
673,Mitsubishi,9900.0,sedan,98,2.0,Petrol,yes,2009,Lancer X
674,Mercedes-Benz,18900.0,other,111,2.5,Petrol,yes,2009,C-Class
675,Toyota,20500.0,crossover,139,4.0,Gas,yes,2005,Land Cruiser Prado
676,Volkswagen,2500.0,vagon,232,1.6,Petrol,no,2001,Golf IV
677,Renault,9000.0,vagon,179,1.5,Diesel,yes,2010,Megane
678,Renault,7700.0,sedan,100,1.6,Gas,yes,2008,Megane
679,Audi,32300.0,hatch,54,2.8,Petrol,yes,2011,A6
680,Mercedes-Benz,72700.0,van,42,2.2,Diesel,yes,2014,V 250
681,Renault,6200.0,sedan,246,1.4,Petrol,yes,2005,Megane
682,Audi,4000.0,sedan,400,2.0,Petrol,yes,1992,100
683,Toyota,9003.15,sedan,43,1.3,Petrol,yes,2014,Corolla
684,Mercedes-Benz,14900.0,other,195,3.2,Gas,yes,1999,CLK 320
686,Audi,2200.0,sedan,250,2.7867418728772444,Diesel,no,2001,A6
687,Volkswagen,18939.537220470535,van,1,2.7867418728772444,Diesel,yes,2005,Caddy
688,BMW,65393.25,crossover,0,2.0,Diesel,yes,2016,X5
689,Renault,9000.0,van,158,2.0,Diesel,yes,2012,Trafic
690,Audi,18939.537220470535,sedan,60,6.3,Petrol,yes,2013,A8
691,Audi,8500.0,sedan,253,2.5,Diesel,yes,2001,A6
692,Renault,5900.0,hatch,171,1.5,Other,yes,2005,Megane
693,Mitsubishi,5100.0,hatch,250,1.3,Gas,yes,2006,Colt
694,Mercedes-Benz,40500.0,sedan,108,5.5,Petrol,yes,2010,S 500
695,Audi,8600.0,sedan,154,1.8,Petrol,yes,2001,A6
696,Mitsubishi,5900.0,sedan,142,1.6,Gas,yes,2005,Lancer
697,Volkswagen,17900.0,other,123,1.8,Petrol,yes,2010,Passat CC
698,BMW,34400.0,crossover,37,2.0,Diesel,yes,2013,X1
699,BMW,13500.0,sedan,138,2.5,Petrol,yes,2004,525
700,Renault,9600.0,van,175,2.0,Diesel,yes,2007,Trafic
701,Mercedes-Benz,15000.0,other,82,1.8,Petrol,yes,2004,SLK 200
702,Mercedes-Benz,22000.0,other,53,3.0,Petrol,yes,2007,CLK 280
703,Volkswagen,13700.0,other,200,2.5,Diesel,yes,2005,Touareg
704,BMW,38000.0,sedan,61,2.7867418728772444,Petrol,yes,2013,535
705,Toyota,18800.0,sedan,47,2.4,Petrol,yes,2009,Camry
706,Volkswagen,7600.0,hatch,127,1.4,Petrol,yes,2007,Polo
707,Toyota,11950.0,hatch,120,1.4,Petrol,yes,2013,Auris
708,Audi,11300.0,sedan,202,2.7,Diesel,no,2008,A6
709,Volkswagen,13500.0,van,43,2.0,Diesel,yes,2014,T5 (Transporter) 
710,Toyota,11990.0,sedan,129,2.4,Petrol,yes,2007,Camry
711,Toyota,16500.0,other,130,2.7,Gas,yes,2004,Land Cruiser Prado
712,BMW,19000.0,crossover,215,3.0,Diesel,yes,2006,X5
713,Renault,5500.0,van,160,1.5,Diesel,yes,2005,Kangoo
714,BMW,39999.0,sedan,45,3.0,Petrol,yes,2011,535
715,Toyota,15500.0,sedan,140,2.4,Gas,yes,2007,Camry
716,Mitsubishi,11700.0,crossover,197,3.0,Gas,yes,2006,Pajero Sport
717,Volkswagen,2750.0,vagon,1,1.9,Diesel,no,2001,Passat B5
718,Renault,7150.0,vagon,1,1.5,Diesel,yes,2005,Megane
719,BMW,10500.0,hatch,220,2.0,Petrol,yes,2005,118
720,Mercedes-Benz,24900.0,sedan,97,1.8,Petrol,yes,2012,E-Class
721,Toyota,18939.537220470535,sedan,24,2.5,Petrol,yes,2015,Camry
722,Mercedes-Benz,26000.0,other,22,1.8,Petrol,yes,2014,C-Class
723,Mercedes-Benz,21500.0,crossover,148,6.2,Petrol,yes,2008,ML 63 AMG
724,BMW,2222.0,sedan,268,1.8,Petrol,no,1996,318
725,BMW,2900.0,vagon,236,2.0,Diesel,no,2001,320
726,Volkswagen,4600.0,hatch,1,1.8,Gas,yes,1996,Golf III
727,Mercedes-Benz,3200.0,sedan,198,2.0,Gas,yes,1992,190
